"Befolkning efter region, ålder, utbildningsnivå, kön och år"

"region","ålder","utbildningsnivå","kön","2010","2011","2012","2013","2014","2015","2016","2017"
"23 Jämtlands län","65-74 år","forskarutbildning","män",40,40,37,37,39,39,40,40
"23 Jämtlands län","65-74 år","forskarutbildning","kvinnor",12,13,14,19,22,25,26,24
"23 Jämtlands län","65-74 år","uppgift om utbildningsnivå saknas","män",54,52,58,64,62,60,62,63
"23 Jämtlands län","65-74 år","uppgift om utbildningsnivå saknas","kvinnor",44,45,45,51,46,42,41,42
"24 Västerbottens län","16-24 år","förgymnasial utbildning kortare än 9 år","män",108,137,148,155,218,249,239,247
"24 Västerbottens län","16-24 år","förgymnasial utbildning kortare än 9 år","kvinnor",67,79,72,75,102,106,99,102
"24 Västerbottens län","16-24 år","förgymnasial utbildning, 9 (10) år","män",6537,6199,5813,5532,5482,5273,5152,5129
"24 Västerbottens län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",5945,5579,5344,4990,4877,4633,4584,4699
"24 Västerbottens län","16-24 år","gymnasial utbildning, högst 2 år","män",604,613,552,510,481,469,451,441
"24 Västerbottens län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",396,429,404,368,332,308,320,280
"24 Västerbottens län","16-24 år","gymnasial utbildning, 3 år","män",7496,7607,7787,7770,7515,7291,6869,6663
"24 Västerbottens län","16-24 år","gymnasial utbildning, 3 år","kvinnor",6424,6487,6578,6567,6267,6075,5840,5572
"24 Västerbottens län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",2207,2318,2260,2233,2175,2160,2124,2022
"24 Västerbottens län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2809,3002,3007,2957,2978,2911,2807,2661
"24 Västerbottens län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",427,433,524,541,559,564,550,497
"24 Västerbottens län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",788,770,795,877,902,953,873,849
"24 Västerbottens län","16-24 år","forskarutbildning","män",0,0,0,0,0,0,0,0
"24 Västerbottens län","16-24 år","forskarutbildning","kvinnor",1,0,0,0,0,0,0,0
"24 Västerbottens län","16-24 år","uppgift om utbildningsnivå saknas","män",897,873,922,986,849,851,927,1085
"24 Västerbottens län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",565,545,526,530,518,530,545,602
"24 Västerbottens län","25-34 år","förgymnasial utbildning kortare än 9 år","män",155,166,195,191,233,237,271,282
"24 Västerbottens län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",184,200,223,238,256,262,276,287
"24 Västerbottens län","25-34 år","förgymnasial utbildning, 9 (10) år","män",1337,1375,1351,1311,1289,1367,1364,1379
"24 Västerbottens län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",810,838,823,806,820,864,895,938
"24 Västerbottens län","25-34 år","gymnasial utbildning, högst 2 år","män",1064,1046,1158,1272,1283,1247,1314,1339
"24 Västerbottens län","25-34 år","gymnasial utbildning, högst 2 år","kvinnor",721,704,734,806,813,809,820,868
"24 Västerbottens län","25-34 år","gymnasial utbildning, 3 år","män",6968,6995,7046,7176,7511,7813,8258,8582
"24 Västerbottens län","25-34 år","gymnasial utbildning, 3 år","kvinnor",4380,4424,4438,4590,4695,4928,5136,5384
"24 Västerbottens län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",2640,2801,2845,2910,3033,3064,3188,3282
"24 Västerbottens län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2373,2424,2485,2603,2659,2784,2963,3051
"24 Västerbottens län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",4336,4297,4176,4224,4259,4182,4220,4230
"24 Västerbottens län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",6358,6392,6328,6331,6475,6423,6555,6723
"24 Västerbottens län","25-34 år","forskarutbildning","män",178,164,178,189,174,175,178,157
"24 Västerbottens län","25-34 år","forskarutbildning","kvinnor",163,174,181,166,163,152,132,130
"24 Västerbottens län","25-34 år","uppgift om utbildningsnivå saknas","män",487,428,383,420,430,420,475,544
"24 Västerbottens län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",320,303,303,306,317,343,425,463
"24 Västerbottens län","35-44 år","förgymnasial utbildning kortare än 9 år","män",107,108,120,135,153,168,205,226
"24 Västerbottens län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",201,233,254,269,282,311,332,353
"24 Västerbottens län","35-44 år","förgymnasial utbildning, 9 (10) år","män",1022,967,961,1012,1064,1096,1140,1155
"24 Västerbottens län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",746,710,695,711,717,696,715,707
"24 Västerbottens län","35-44 år","gymnasial utbildning, högst 2 år","män",5958,5177,4371,3629,3062,2531,1993,1645
"24 Västerbottens län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",3716,3267,2832,2420,2070,1766,1501,1283
"24 Västerbottens län","35-44 år","gymnasial utbildning, 3 år","män",3155,3638,4105,4525,4925,5275,5703,5990
"24 Västerbottens län","35-44 år","gymnasial utbildning, 3 år","kvinnor",2936,3002,3134,3182,3308,3366,3443,3542
"24 Västerbottens län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",2316,2205,2101,2082,2043,2048,2048,2091
"24 Västerbottens län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2260,2098,1973,1863,1758,1733,1716,1686
"24 Västerbottens län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",3425,3578,3781,3949,4120,4230,4376,4422
"24 Västerbottens län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",5345,5639,5920,6098,6366,6631,6895,7035
"24 Västerbottens län","35-44 år","forskarutbildning","män",468,466,471,477,508,506,519,536
"24 Västerbottens län","35-44 år","forskarutbildning","kvinnor",358,374,389,422,460,449,466,484
"24 Västerbottens län","35-44 år","uppgift om utbildningsnivå saknas","män",141,144,137,155,192,191,240,310
"24 Västerbottens län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",122,128,127,147,156,150,186,224
"24 Västerbottens län","45-54 år","förgymnasial utbildning kortare än 9 år","män",155,158,142,147,137,150,149,162
"24 Västerbottens län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",181,187,196,225,251,259,256,255
"24 Västerbottens län","45-54 år","förgymnasial utbildning, 9 (10) år","män",1662,1549,1414,1271,1190,1077,1051,1063
"24 Västerbottens län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",987,898,871,815,759,750,712,702
"24 Västerbottens län","45-54 år","gymnasial utbildning, högst 2 år","män",7813,7915,8036,8102,7991,7938,7788,7510
"24 Västerbottens län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",5936,5747,5560,5361,5113,4873,4673,4465
"24 Västerbottens län","45-54 år","gymnasial utbildning, 3 år","män",1609,1615,1658,1705,1704,1722,1747,1969
"24 Västerbottens län","45-54 år","gymnasial utbildning, 3 år","kvinnor",2163,2282,2397,2474,2543,2598,2658,2681
"24 Västerbottens län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",2568,2582,2615,2572,2614,2609,2622,2608
"24 Västerbottens län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2745,2676,2687,2685,2643,2639,2643,2616
"24 Västerbottens län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",2155,2157,2187,2272,2332,2444,2630,2834
"24 Västerbottens län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3672,3816,3928,4052,4246,4374,4565,4797
"24 Västerbottens län","45-54 år","forskarutbildning","män",423,446,439,452,464,469,480,501
"24 Västerbottens län","45-54 år","forskarutbildning","kvinnor",261,280,300,330,349,373,403,418
"24 Västerbottens län","45-54 år","uppgift om utbildningsnivå saknas","män",92,81,76,75,77,87,102,105
"24 Västerbottens län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",83,77,79,76,75,69,80,95
"24 Västerbottens län","55-64 år","förgymnasial utbildning kortare än 9 år","män",1338,1001,755,555,411,309,254,212
"24 Västerbottens län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",684,529,414,345,281,259,238,219
"24 Västerbottens län","55-64 år","förgymnasial utbildning, 9 (10) år","män",2304,2367,2412,2410,2360,2313,2163,2007
"24 Västerbottens län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",1440,1468,1414,1378,1320,1256,1220,1146
"24 Västerbottens län","55-64 år","gymnasial utbildning, högst 2 år","män",5894,6077,6235,6355,6576,6727,6929,7021
"24 Västerbottens län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",6899,6820,6719,6595,6420,6383,6305,6069
"24 Västerbottens län","55-64 år","gymnasial utbildning, 3 år","män",2440,2300,2171,2025,1905,1817,1710,1674
"24 Västerbottens län","55-64 år","gymnasial utbildning, 3 år","kvinnor",1378,1462,1496,1562,1613,1680,1743,1865
"24 Västerbottens län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",2301,2398,2470,2475,2471,2439,2423,2421
"24 Västerbottens län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2457,2512,2584,2645,2698,2681,2658,2660
"24 Västerbottens län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",2353,2331,2255,2189,2138,2094,2028,1997
"24 Västerbottens län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3238,3265,3299,3307,3278,3242,3266,3329
"24 Västerbottens län","55-64 år","forskarutbildning","män",419,425,436,418,410,411,413,409
"24 Västerbottens län","55-64 år","forskarutbildning","kvinnor",228,236,249,251,259,271,271,286
"24 Västerbottens län","55-64 år","uppgift om utbildningsnivå saknas","män",65,64,65,68,67,58,52,63
"24 Västerbottens län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",48,52,52,51,53,56,67,73
"24 Västerbottens län","65-74 år","förgymnasial utbildning kortare än 9 år","män",4120,3940,3678,3421,3143,2869,2552,2222
"24 Västerbottens län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",3234,2969,2715,2411,2113,1802,1537,1276
"24 Västerbottens län","65-74 år","förgymnasial utbildning, 9 (10) år","män",580,678,801,971,1104,1265,1456,1648
"24 Västerbottens län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",793,846,917,977,1054,1111,1161,1213
"24 Västerbottens län","65-74 år","gymnasial utbildning, högst 2 år","män",3561,3804,3971,4196,4348,4515,4720,4846
"24 Västerbottens län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",5844,6027,6218,6364,6480,6542,6544,6566
"24 Västerbottens län","65-74 år","gymnasial utbildning, 3 år","män",1860,2001,2111,2204,2314,2363,2399,2418
"24 Västerbottens län","65-74 år","gymnasial utbildning, 3 år","kvinnor",528,590,665,741,826,923,1013,1097
"24 Västerbottens län","65-74 år","eftergymnasial utbildning, mindre än 3 år","män",1144,1227,1292,1445,1537,1675,1799,1910
"24 Västerbottens län","65-74 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1170,1299,1440,1571,1712,1849,1984,2091
"24 Västerbottens län","65-74 år","eftergymnasial utbildning, 3 år eller mer","män",1284,1440,1632,1785,1914,2015,2097,2172
"24 Västerbottens län","65-74 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1760,1922,2097,2291,2458,2648,2795,2863
"24 Västerbottens län","65-74 år","forskarutbildning","män",258,264,280,308,325,346,351,362
"24 Västerbottens län","65-74 år","forskarutbildning","kvinnor",79,93,103,117,134,145,156,176
"24 Västerbottens län","65-74 år","uppgift om utbildningsnivå saknas","män",64,66,73,69,75,71,68,72
"24 Västerbottens län","65-74 år","uppgift om utbildningsnivå saknas","kvinnor",65,64,63,59,49,47,44,47
"25 Norrbottens län","16-24 år","förgymnasial utbildning kortare än 9 år","män",102,123,139,145,172,176,200,231
"25 Norrbottens län","16-24 år","förgymnasial utbildning kortare än 9 år","kvinnor",59,81,64,69,86,90,94,87
"25 Norrbottens län","16-24 år","förgymnasial utbildning, 9 (10) år","män",6310,5949,5750,5396,5358,5118,5113,5077
"25 Norrbottens län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",5610,5252,4906,4583,4409,4320,4369,4424
"25 Norrbottens län","16-24 år","gymnasial utbildning, högst 2 år","män",823,831,732,666,637,619,562,486
"25 Norrbottens län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",505,544,473,443,388,379,385,338
"25 Norrbottens län","16-24 år","gymnasial utbildning, 3 år","män",6669,6913,7042,7268,7071,6722,6404,6191
"25 Norrbottens län","16-24 år","gymnasial utbildning, 3 år","kvinnor",5573,5672,5804,5832,5674,5362,4987,4740
"25 Norrbottens län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",1343,1445,1464,1531,1603,1556,1521,1463
"25 Norrbottens län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1450,1502,1501,1533,1549,1479,1379,1286
"25 Norrbottens län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",268,257,277,291,327,344,363,349
"25 Norrbottens län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",364,380,428,493,497,461,420,360
"25 Norrbottens län","16-24 år","forskarutbildning","män",0,0,0,0,0,0,0,0
"25 Norrbottens län","16-24 år","forskarutbildning","kvinnor",0,0,0,0,0,0,0,0
"25 Norrbottens län","16-24 år","uppgift om utbildningsnivå saknas","män",619,641,700,726,682,692,831,1086
"25 Norrbottens län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",401,422,451,456,455,477,473,546
"25 Norrbottens län","25-34 år","förgymnasial utbildning kortare än 9 år","män",136,155,167,207,232,247,274,307
"25 Norrbottens län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",186,185,192,213,223,218,218,230
"25 Norrbottens län","25-34 år","förgymnasial utbildning, 9 (10) år","män",1486,1519,1574,1516,1490,1521,1560,1533
"25 Norrbottens län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",1009,986,995,982,975,961,968,949
"25 Norrbottens län","25-34 år","gymnasial utbildning, högst 2 år","män",1252,1266,1443,1542,1609,1541,1625,1673
"25 Norrbottens län","25-34 år","gymnasial utbildning, högst 2 år","kvinnor",818,830,916,993,1006,987,985,1001
"25 Norrbottens län","25-34 år","gymnasial utbildning, 3 år","män",6101,6204,6322,6574,7018,7503,7886,8284
"25 Norrbottens län","25-34 år","gymnasial utbildning, 3 år","kvinnor",3827,3931,3934,4106,4410,4685,4989,5231
"25 Norrbottens län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",1701,1788,1895,2006,2118,2160,2226,2268
"25 Norrbottens län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1534,1569,1666,1783,1897,1943,2069,2204
"25 Norrbottens län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",2347,2226,2218,2296,2316,2269,2239,2211
"25 Norrbottens län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3802,3796,3895,4026,4057,4096,4126,4157
"25 Norrbottens län","25-34 år","forskarutbildning","män",110,125,143,132,133,134,127,116
"25 Norrbottens län","25-34 år","forskarutbildning","kvinnor",62,52,59,52,52,48,54,51
"25 Norrbottens län","25-34 år","uppgift om utbildningsnivå saknas","män",356,307,317,331,358,383,461,498
"25 Norrbottens län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",254,233,243,277,287,301,333,390
"25 Norrbottens län","35-44 år","förgymnasial utbildning kortare än 9 år","män",128,130,138,154,158,173,184,216
"25 Norrbottens län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",204,226,234,260,270,265,294,301
"25 Norrbottens län","35-44 år","förgymnasial utbildning, 9 (10) år","män",1013,987,985,1069,1123,1135,1201,1263
"25 Norrbottens län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",793,744,732,727,747,775,773,796
"25 Norrbottens län","35-44 år","gymnasial utbildning, högst 2 år","män",6828,6038,5190,4444,3793,3272,2679,2205
"25 Norrbottens län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",3906,3477,3031,2597,2242,1909,1665,1387
"25 Norrbottens län","35-44 år","gymnasial utbildning, 3 år","män",2971,3344,3733,4063,4324,4658,4992,5273
"25 Norrbottens län","35-44 år","gymnasial utbildning, 3 år","kvinnor",3316,3369,3372,3349,3397,3419,3445,3476
"25 Norrbottens län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",2065,1958,1869,1809,1780,1711,1686,1684
"25 Norrbottens län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2195,2052,1925,1789,1658,1586,1532,1479
"25 Norrbottens län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",2583,2651,2631,2664,2736,2778,2794,2831
"25 Norrbottens län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",4611,4725,4797,4923,5128,5230,5303,5301
"25 Norrbottens län","35-44 år","forskarutbildning","män",229,226,232,243,247,259,246,244
"25 Norrbottens län","35-44 år","forskarutbildning","kvinnor",121,130,139,142,146,162,153,163
"25 Norrbottens län","35-44 år","uppgift om utbildningsnivå saknas","män",165,164,175,169,210,219,266,284
"25 Norrbottens län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",101,95,111,128,126,133,185,186
